batch_number	bug_id	severity	category	file_line	description
14	R05-011	MEDIUM	Form A11y	src/components/admin/UsageAnalyticsDashboard.jsx:247	Date range <select> dropdown has no associated <label> element or aria-label attribute
14	R01-113	MEDIUM	State Bug	src/hooks/useCustomChecklistItems.js:109	The toggleComplete callback captures customItems via closure but includes it in its dependency array. The function reads `const item = customItems.find(i => i.id === itemId)` using the stale closure. 
14	R09-B-014	LOW	Error Logging	src/hooks/useCustomChecklistItems.js:39	The Firestore onSnapshot listener in useCustomChecklistItems does not handle errors via the onSnapshot error callback. The onSnapshot function accepts an optional error handler as its third argument (
14	R01-206	MEDIUM	State Bug	src/hooks/useReadabilitySettings.js:61	updateSettings captures `settings` in its closure (line 61: `const newSettings = { ...settings, ...updates }`). If updateSettings is called twice in rapid succession, the second call will use the stal
14	R10-C-009	MEDIUM	Feedback Gap	src/hooks/useReadabilitySettings.js:58	The updateSettings function applies the optimistic update to local state immediately (line 61) but does not revert the state if the Firestore write fails (lines 70-73). The error is only logged to con
14	R02-009	HIGH	Dark Mode Bug	src/components/accessibility/upload/AccessibilityProcessingScreen.jsx:27	Processing screen uses light-only gradient background (from-charcoal-50 to-white) and lacks dark: variants on all text elements (text-charcoal-900, text-charcoal-600, text-charcoal-500), creating a fu
14	R05-008	LOW	Screen Reader	src/components/accessibility/upload/AccessibilityProcessingScreen.jsx:58	Progress bar div lacks role='progressbar', aria-valuenow, aria-valuemin, and aria-valuemax attributes for screen reader progress updates
15	R02-018	HIGH	Dark Mode Bug	src/components/help/KeyboardShortcuts.jsx:95	Keyboard shortcuts modal uses bg-white for the modal container, sticky header (bg-white), shortcut rows (bg-charcoal-50), kbd elements (bg-white), and footer (bg-charcoal-50), all without any dark: va
15	R02-019	MEDIUM	Z-Index Conflict	src/components/help/KeyboardShortcuts.jsx:77	Floating keyboard shortcut hint button uses z-40, while the modal backdrop and content both use z-50. However, the Toaster uses top:80 with no explicit z-index, and the CookieConsent/FeedbackWidget in
15	R02-102	medium	Color Inconsistency	src/components/readability/ReadabilityRecommendationCard.jsx:76	Component uses Tailwind default gray-* palette for light mode borders and backgrounds instead of the application's custom charcoal-* palette used by other readability components.
15	R02-103	medium	Color Inconsistency	src/components/readability/ReadabilityRecommendationCard.jsx:150	References a non-existent Tailwind class 'charcoal-750' in dark mode hover state, which will be silently ignored by Tailwind.
15	R02-108	low	Color Inconsistency	src/components/shared/EmptyState.jsx:26	EmptyState component mixes gray-* and charcoal-* color palettes, using gray-50 for light mode background alongside charcoal-800 for dark mode.
15	R02-109	low	Visual Hierarchy	src/components/shared/EmptyState.jsx:28	Empty state icon uses text-gray-300 in light mode and text-gray-600 in dark mode, both of which are very low contrast and may be difficult to perceive.
15	R02-111	high	Dark Mode Bug	src/components/shared/DueDatesWidget.jsx:216	DueDatesWidget and its child components (DueDateItem, AddDueDateModal) completely lack dark mode support. All backgrounds, borders, text colors, and urgency color maps use light-only values.
15	R08-B-014	LOW	Workflow Gap	src/components/shared/DueDatesWidget.jsx:262	The 'View all' button in the DueDatesWidget (displayed when there are more than 5 due dates) has no onClick handler and no navigation target. It renders as a button element with text showing the total
15	R02-116	medium	Dark Mode Bug	src/components/tutorials/InteractiveTutorial.jsx:316	InteractiveTutorial component and TutorialStep sub-component lack dark mode support. All backgrounds use light-only colors including bg-white, bg-charcoal-50, bg-emerald-50, bg-primary-50, bg-amber-50
15	R10-B-010	MEDIUM	Onboarding Gap	src/components/tutorials/InteractiveTutorial.jsx:265	The InteractiveTutorial component does not include a tutorial for the AI Readability Checker tool. The TUTORIALS constant (line 16-183) defines tutorials for planner, audit, accessibility, image-alt, 
15	R03-011	LOW	Jargon	src/components/public/AboutPage.jsx:153	The stat label on the About page uses 'A11y Rules' to describe accessibility rules. 'A11y' is developer jargon (a numeronym for 'accessibility') that will not be understood by the general marketing or
15	R03-012	MEDIUM	Terminology Inconsistency	src/components/public/AboutPage.jsx:62	The About page lists fictional team members (Sarah Chen as 'Founder & CEO', Marcus Rodriguez as 'CTO', Emily Watson as 'Head of Product') while the Terms of Service and Privacy Policy consistently ide
15	R03-111	MEDIUM	Jargon	src/components/readability/ReadabilityLLMDiff.jsx:59	Heading 'Extraction Diff' uses developer jargon. Both 'extraction' and 'diff' are technical terms from software development that content strategists and marketers will not immediately understand.
15	R07-B-013	medium	Hallucination Risk	src/components/readability/ReadabilityLLMDiff.jsx:12-32	The LLM diff algorithm uses a naive word-level set comparison (computeWordDiff) that uses Set membership to determine 'common' vs 'removed' words. This approach loses word order and frequency, meaning
15	R03-113	LOW	Tone Inconsistency	src/components/readability/ReadabilityLLMPreview.jsx:75	The empty state title 'LLM Preview Not Available' uses the technical acronym 'LLM' without context, which is inconsistent with the tab label 'How AI Sees Your Content' that uses plain language. The di
15	R07-B-003	medium	Model Selection	src/components/readability/ReadabilityLLMPreview.jsx:21-25	LLM model versions are hardcoded as static constants: 'Claude 3.5 Sonnet', 'GPT-4o', 'Gemini 1.5 Pro'. These do not match the model versions referenced in ReadabilityProcessingScreen.jsx (lines 22-24)
15	R03-205	LOW	Terminology Inconsistency	src/hooks/useProjectLinkedItems.js:45	Label 'Meta Data' repeated as two words inconsistent with standard 'Metadata' terminology, same issue as useExportHistory
15	R04-201	MEDIUM	Labeling Issue	src/hooks/useProjectLinkedItems.js:34	The same feature is labeled differently across data hooks: EXPORT_TYPES.ACCESSIBILITY uses label 'Accessibility Report' (useExportHistory.js:30) while ITEM_TYPE_INFO for accessibility uses label 'Acce
15	R03-214	MEDIUM	Grammar/Spelling	src/lib/readability/checks/googleAIO.js:19	Variable name 'hasConseAnswers' appears to be a typo for 'hasConciseAnswers', and while not user-facing directly, the check detail text references 'Concise answer paragraphs' inconsistently with the c
15	R11-C-012	MEDIUM	Content Model Issue	src/lib/readability/checks/googleAIO.js:48	The Google AIO checks module defines 5 checks (AIO-01 through AIO-05) with category value 'aiSignals' (camelCase) while the main AI Signals check module uses 'AI-Specific Signals' as its category stri
15	R03-215	MEDIUM	Unclear CTA	src/lib/readability/utils/urlValidation.js:80	Validation error 'Invalid domain - missing TLD' uses the technical abbreviation 'TLD' without explanation
15	R06-211	LOW	URL Structure	src/lib/readability/utils/urlValidation.js:127	urlToSlug function strips query parameters and fragments from URL slug generation but does not normalize trailing slashes, causing different slugs for same page
15	R04-111	HIGH	Navigation Gap	src/components/shared/Breadcrumb.jsx:5	The Breadcrumb ROUTE_CONFIG is missing the '/readability' route entirely. It maps '/audit', '/accessibility', '/image-alt', '/meta-generator', '/schema-generator' but omits '/readability'. This means 
15	R06-110	MEDIUM	Internal Links	src/components/shared/Breadcrumb.jsx:14	The Breadcrumb component's ROUTE_CONFIG at line 14 is missing entries for the readability tool routes. There is no '/readability' breadcrumb entry, so when users navigate to /app/readability or /app/r
15	R04-210	MEDIUM	Labeling Issue	src/lib/readability/profiles/industryProfiles.js:12	Industry profiles use category key 'technicalAccessibility' (line 12, 14, 34, etc.) while the scorer.js and aggregator.js use 'technicalAccess' as the category key. The weight override keys in industr
15	R11-C-009	MEDIUM	Taxonomy Gap	src/lib/readability/profiles/industryProfiles.js:6	The industry profiles system defines only 5 profiles (technology, healthcare, ecommerce, media, legal) but the profile weight overrides reference only 5 scoring categories. The profiles lack coverage 
16	R04-211	LOW	Content Grouping	src/lib/readability/utils/whyItMatters.js:7	The WHY_IT_MATTERS descriptions for CS-07 through CS-10 do not accurately match the check titles they correspond to. CS-07 maps to paragraph length check but the WHY_IT_MATTERS text for CS-07 discusse
16	R07-C-016	MEDIUM	Hallucination Risk	src/lib/readability/utils/whyItMatters.js:47	The 'Why This Matters' explanations contain assertive, unqualified claims about AI model behavior that are presented as factual statements without citations or caveats. For example: 'AS-01' states 'Ex
16	R04-213	MEDIUM	Progressive Disclosure	src/lib/readability/scorer.js:83	The scorer returns categoryScores with nested objects containing score/label/weight (line 83-89), but also returns checkResults as a nested object grouped by category key (line 90-96), AND returns all
16	R11-C-015	MEDIUM	Content Relationship	src/lib/readability/scorer.js:84	The scorer outputs category weights as hardcoded display strings (e.g., weight: '20%' on line 84) that are disconnected from the actual calculation weights in scoreCalculator.js (CATEGORY_WEIGHTS). Th
16	R05-013	HIGH	Focus Trap	src/components/checklist/AddCustomItemModal.jsx:126	AddCustomItemModal container div lacks role='dialog', aria-modal='true', and aria-labelledby attributes; no focus trapping is implemented
16	R11-A-004	HIGH	Taxonomy Gap	src/components/checklist/AddCustomItemModal.jsx:15	The CATEGORIES array in AddCustomItemModal.jsx defines 10 categories for custom checklist items: 'Technical SEO', 'Content', 'On-Page SEO', 'Off-Page SEO', 'Local SEO', 'Analytics', 'Performance', 'Se
16	R05-015	MEDIUM	Keyboard Nav Gap	src/components/checklist/ItemDetailModal.jsx:32	Tooltip component only activates on mouse hover (onMouseEnter/onMouseLeave); keyboard users cannot access the help text when focusing the HelpCircle icon
16	R08-A-004	HIGH	Data Integrity	src/components/checklist/ItemDetailModal.jsx:262-271	Task assignment uses free-text comma-separated input for user identifiers with no validation against actual team members in the system.
16	R06-009	MEDIUM	Meta Tag Issue	src/components/public/NotFoundPage.jsx:4	NotFoundPage (/404) does not use SEOHead. It should set a noindex directive and a unique title to prevent search engines from indexing 404 pages.
16	R06-010	MEDIUM	Social Cards	src/components/public/NotFoundPage.jsx:4	NotFoundPage renders without any OG or Twitter Card meta tags. If someone shares a broken link, the social card preview will show generic or missing information.
16	R06-205	LOW	Social Cards	src/lib/readability/checks/metadataSchema.js:55	Twitter Card check only validates 3 tags (card, title, description) but does not check for twitter:image which is required for summary_large_image card type
16	R06-217	HIGH	Social Cards	src/lib/readability/checks/metadataSchema.js:34	checkOpenGraphTags does not validate og:type value - Facebook requires og:type to be a valid Open Graph type (article, website, etc.) but any string passes
16	R06-209	HIGH	Schema Error	src/lib/readability/utils/schemaValidator.js:6	SCHEMA_FIELDS only covers 7 schema types (Article, NewsArticle, Product, FAQPage, HowTo, Organization, Person) but schemaGeneratorService supports 40+ types - most schema types get no field-level vali
16	R11-C-007	MEDIUM	Metadata Issue	src/lib/readability/utils/schemaValidator.js:6	The SCHEMA_FIELDS definitions for schema completeness scoring cover only 7 schema types (Article, NewsArticle, Product, FAQPage, HowTo, Organization, Person) while the SCHEMA_TYPES exported from useSc
16	R06-210	MEDIUM	Heading Hierarchy	src/lib/readability/checks/contentStructure.js:148	checkReadingOrder duplicates the exact same heading skip logic already in checkHeadingHierarchy (CS-02) - both check headings[i].level > headings[i-1].level + 1
16	R11-C-006	MEDIUM	Content Reuse	src/lib/readability/checks/contentStructure.js:148	The checkReadingOrder function (CS-09) duplicates nearly identical logic from checkHeadingHierarchy (CS-02). Both iterate over headings and check for level skips (current level > previous level + 1). 
16	R06-212	HIGH	Internal Links	src/lib/readability/utils/htmlParser.js:215	extractLinks classifies all links starting with '/' or './' as internal but does not account for protocol-relative URLs ('//') or absolute URLs to the same domain
16	R06-213	MEDIUM	Meta Tag Issue	src/lib/readability/utils/htmlParser.js:98	extractMetadata getMeta function uses querySelector with attribute selector that does not handle meta tags where name uses different casing (e.g., name='Description' vs name='description')
16	R07-A-007	MEDIUM	Missing Disclaimer	src/components/meta-generator/dashboard/MetaDashboard.jsx:445	The MetaDashboard displays AI-generated suggestions (metadata.suggestions) in a section labeled 'AI Suggestions' but provides no disclaimer or warning about the accuracy of these suggestions. While th
16	R07-A-015	HIGH	Output Validation	src/components/meta-generator/dashboard/MetaDashboard.jsx:86	The MetaDashboard allows users to copy AI-generated HTML meta tag code directly to clipboard (performCopyAll function at line 86) and download it as an HTML file (performDownloadHtml at line 98). Whil
16	R07-C-011	MEDIUM	Missing Disclaimer	src/lib/ai/suggestionService.js:99	The SEO suggestion service (suggestTitles, suggestMetaDescriptions, suggestH1, suggestAllSEO) returns AI-generated SEO optimization suggestions without any disclaimer or AI-generation indicator in the
16	R09-C-002	CRITICAL	Deploy Risk	src/lib/ai/suggestionService.js:17	The VITE_CLAUDE_API_KEY environment variable is exposed in client-side JavaScript bundles. While the suggestionService.js blocks direct API access in production (line 26-31), the schemaGeneratorServic
16	R08-A-002	HIGH	Permission Issue	src/components/checklist/TimeTracker.jsx:267	Time entry deletion has no ownership or permission check. Any user who can view the item detail modal can delete any other user's time entries.
16	R08-A-005	MEDIUM	Missing Feature	src/components/checklist/TimeTracker.jsx:237-278	Time entries cannot be edited after creation. The component only supports Create and Delete operations for time entries, missing the Update operation from CRUD.
16	R08-A-008	MEDIUM	Risk	src/components/audit/dashboard/AuditDashboard.jsx:254-273	Shared audit links have no expiration mechanism or revocation capability. Once a share link is created, it remains accessible indefinitely with no way to revoke access.
16	R08-A-013	MEDIUM	Lifecycle Issue	src/components/audit/dashboard/AuditDashboard.jsx:235	Saved audits cannot be updated or deleted. The save function checks if savedAuditId exists and returns early with a toast message, preventing any modifications to previously saved audit results.
17	R08-A-014	MEDIUM	Permission Issue	src/components/projects/TeamManagementPage.jsx:36-51	Project Managers can change any user's role to Administrator, effectively escalating privileges beyond their own level. There is no restriction preventing PMs from assigning the admin role.
17	R08-A-015	LOW	Audit Trail	src/components/projects/TeamManagementPage.jsx:36-51	Role changes are not logged to any audit trail. When a user's role is updated, no record is created documenting who made the change, what the previous role was, or when it occurred.
17	R08-B-010	MEDIUM	Workflow Gap	src/components/shared/NotificationPanel.jsx:11	The NotificationPanel provides 'Mark all as read' but has no ability to delete individual notifications or clear/archive notification history. The useNotifications hook exposes only markAsRead and mar
17	R10-B-012	LOW	Feedback Gap	src/components/shared/NotificationPanel.jsx:173	The NotificationPanel footer contains a 'View all notifications' link that navigates to '/notifications' (line 173), but there is no evidence that a /notifications route exists in the application. Thi
17	R08-B-012	MEDIUM	Audit Trail	src/components/schema-generator/SchemaLibraryPanel.jsx:82	Schema deletion in the Schema Library uses a browser confirm() dialog and does not log the deletion action. The handleDelete function (line 82) uses confirm() for confirmation and then directly calls 
17	R10-B-014	HIGH	Missing Error State	src/components/schema-generator/SchemaLibraryPanel.jsx:82	The handleDelete function in SchemaLibraryPanel (line 82-86) calls deleteSchema but has no error handling. If the async deleteSchema operation fails (e.g., network error, permission denied), the error
17	R08-B-015	LOW	Scope Gap	src/components/shared/FeedbackWidget.jsx:68	The FeedbackWidget collects user feedback and saves it to a 'feedback' Firestore collection with a 'status: new' field (line 78), but there is no corresponding admin interface to review, respond to, o
17	R09-B-016	LOW	Monitoring Gap	src/components/shared/FeedbackWidget.jsx:83	The FeedbackWidget catches submission errors with an empty catch block that only shows a toast message ('Failed to submit feedback. Please try again.'). There is no console.error, no error logging, an
17	R08-C-005	HIGH	Permission Issue	src/hooks/useTimeTracking.js:166	The deleteEntry function for time tracking performs no ownership verification. Any user who knows a time entry ID can delete any other user's time entry. The hook loads all time entries for a project 
17	R10-C-011	MEDIUM	Undo Missing	src/hooks/useTimeTracking.js:166	The deleteEntry function permanently deletes time tracking entries without confirmation or undo. Time entries represent work records that may be needed for billing, reporting, or compliance. Additiona
17	R08-C-007	HIGH	Scope Gap	src/utils/roles.js:95	The permission system defined in roles.js is comprehensive but almost entirely unenforced in the CRUD hooks. The ROLE_PERMISSIONS matrix defines granular permissions (canCreateProjects, canDeleteProje
17	R11-C-005	HIGH	Governance Gap	src/utils/roles.js:1	The role-permission model defines 6 roles with 10 permissions but lacks critical content governance permissions. There are no permissions for: canApproveContent, canPublish, canArchive, canDeleteConte
17	R08-C-013	MEDIUM	Workflow Gap	src/lib/retentionPolicy.js:38	The retention policy module defines retention periods and provides utility functions (calculateRetentionCutoff, isWithinRetention), but there is no actual enforcement mechanism. No scheduled job, clea
17	R11-C-004	HIGH	Lifecycle Issue	src/lib/retentionPolicy.js:6	The retention policy provides options for audit log retention (30, 90, 180, 365 days, unlimited) but lacks any content-specific retention policy. There is no retention or archiving strategy defined fo
17	R09-A-001	CRITICAL	Environment Issue	src/lib/firebase.js:6	Firebase is initialized without any validation of required environment variables. The firebaseConfig object reads seven VITE_FIREBASE_* variables from import.meta.env and passes them directly to initi
17	R09-C-001	CRITICAL	Environment Issue	src/lib/firebase.js:7	Firebase initialization has no validation or fallback when required environment variables are missing. If any VITE_FIREBASE_* variable is undefined, initializeApp() will be called with undefined value
17	R09-A-003	HIGH	Monitoring Gap	src/components/shared/ErrorBoundary.jsx:21	The ErrorBoundary component only logs errors in development mode (import.meta.env.DEV) and has no integration with any external error monitoring service (Sentry, LogRocket, Datadog, etc.). In producti
17	R09-B-001	CRITICAL	Error Logging	src/components/shared/ErrorBoundary.jsx:21	ErrorBoundary only logs errors to console.error in development mode (import.meta.env.DEV). In production, componentDidCatch is effectively a no-op -- errors that crash component trees are silently swa
17	R10-A-003	HIGH	Feedback Gap	src/components/checklist/CommentThread.jsx:23	When adding a comment fails (onAddComment rejects), the error is only logged to console.error with no user-facing feedback. The catch block at line 23 contains only 'console.error('Error adding commen
17	R10-A-004	HIGH	Flow Break	src/components/checklist/CommentThread.jsx:141	The Edit and Delete buttons on comments (lines 141-153) are rendered but have no onClick handlers. They are purely visual elements with no functionality connected. When a user clicks 'Edit comment' or
17	R10-A-011	MEDIUM	Missing Loading State	src/components/checklist/ChecklistTemplates.jsx:45	The deleteTemplate and duplicateTemplate operations (called at lines 47 and 186 respectively) are async functions from the useChecklistTemplates hook, but there is no loading state during these operat
17	R11-A-005	HIGH	Taxonomy Gap	src/components/checklist/ChecklistTemplates.jsx:296	The CreateTemplateForm in ChecklistTemplates.jsx defines CATEGORY_OPTIONS with 15 categories that form yet a third distinct taxonomy, different from both the AddCustomItemModal categories (10 items) a
17	R01-111	MEDIUM	State Bug	src/hooks/useChecklist.js:41	In the toggleItem function, the revert-on-error handler at line 63 uses `completions[itemId]` from the closure captured at call time, not the current state. If multiple toggles happen before the error
17	R01-116	MEDIUM	Prop Issue	src/components/reports/ReportWidgetRenderer.jsx:169	In the renderArrayChart function, circle elements inside the SVG use the array index as the key (key={i} at line 174). Since chart data can be reordered or filtered, using array index as key can cause
17	R01-214	MEDIUM	Race Condition	src/hooks/useUserProfile.js:33	useUserProfile defines an async fetchProfile function inside useEffect and calls it without cancellation logic. If targetUserId changes rapidly (e.g., navigating between user profiles), multiple concu
18	R02-010	HIGH	Dark Mode Bug	src/components/accessibility/upload/AccessibilityUploadScreen.jsx:75	Entire upload screen uses light-only gradient (from-charcoal-50 to-white) and none of the cards, text elements, tutorial sections, or info boxes have dark: class variants throughout the 440-line compo
18	R02-017	HIGH	Dark Mode Bug	src/components/checklist/PdfExportModal.jsx:80	Entire PdfExportModal uses hardcoded light-only styling throughout: bg-white modal, bg-white header, bg-blue-50 summary, bg-yellow-50 tip, bg-charcoal-50 footer. Zero dark: class variants in the entir
18	R02-100	high	Dark Mode Bug	src/components/shared/CookieConsent.jsx:79	CookieConsent modal lacks all dark mode support. The entire component uses light-only background and text classes with no dark: prefixes.
18	R02-101	high	Dark Mode Bug	src/components/shared/ToolHelpPanel.jsx:262	ToolHelpPanel slide-in drawer has no dark mode support on the panel body, header gradient, content cards, kbd elements, resource links, or footer.
18	R02-112	high	Dark Mode Bug	src/components/shared/FavoritesAndRecents.jsx:110	FavoritesAndRecentsWidget and all sub-components (RecentItems, FavoriteItems, FavoriteButton) lack dark mode support entirely. All surface colors, borders, and text colors are light-only.
18	R02-114	medium	Dark Mode Bug	src/components/shared/AIDisclaimer.jsx:42	AIDisclaimer component (both full and compact variants) uses amber-50/amber-200/amber-700 colors with no dark mode variants, creating poor visibility in dark mode.
18	R02-115	medium	Dark Mode Bug	src/components/shared/AIExportConfirmation.jsx:81	AIExportConfirmation modal uses bg-white with no dark: variant on the dialog container, plus several inner elements lack dark mode support.
18	R02-206	MEDIUM	Color Inconsistency	src/lib/readability/utils/gradeMapper.js:9	GRADE_MAP uses 'teal' as the color for grades B+ and B (lines 9-10), but the design system in index.css does not define any .badge-teal or dark mode override for teal badges. The badge system only def
18	R03-010	MEDIUM	Terminology Inconsistency	src/components/public/LandingPage.jsx:44	The feature name uses 'Meta Data Generator' (two words) while common web convention and most style guides use 'Metadata' as one word. The landing page copy on line 127 also says 'meta data' (two words
18	R03-014	LOW	Terminology Inconsistency	src/components/public/FeaturesPage.jsx:49	The Accessibility Analyzer feature description uses the word 'scanning' ('WCAG 2.2 compliance scanning') while the tool itself uses 'audit' terminology in its page title, dashboard, and button labels.
18	R04-011	MEDIUM	Navigation Gap	src/components/public/PublicNavigation.jsx:18	The public navigation Features dropdown lists 6 tools but omits the AI Readability Checker, which exists as an authenticated tool at /app/readability. The feature is available in the app but has no co
18	R04-013	HIGH	Progressive Disclosure	src/components/checklist/SEOChecklist.jsx:50	The SEOChecklist component initializes with all 6 phases expanded by default (expandedPhases = PHASES, line 50). With checklist data potentially containing 100+ items across 6 phases (Discovery, Strat
18	R04-102	MEDIUM	Progressive Disclosure	src/components/readability/ReadabilityCategoryAccordion.jsx:148	Category descriptions are hidden on mobile with 'hidden sm:block' but remain visible on desktop. This creates a progressive disclosure gap: mobile users lose context about what each category measures,
18	R04-112	MEDIUM	Labeling Issue	src/components/shared/Navigation.jsx:163	The tools dropdown in the main navigation uses tool.features[0] as the description text under each tool name (line 163). This means the first feature string acts as a navigation description, but featu
18	R04-207	MEDIUM	Taxonomy Issue	src/hooks/useReportBuilder.js:23	DATA_SOURCES in useReportBuilder uses a third, distinct categorization taxonomy ('Technical Audit', 'Accessibility', 'Content', 'Project', 'Meta & Schema', 'Images') that does not align with either EX
18	R05-014	HIGH	Keyboard Nav Gap	src/components/home/ToolCard.jsx:140	The entire ToolCard is a clickable <div> with onClick handler but has no role='button', tabIndex, or onKeyDown handler for keyboard activation
18	R05-112	HIGH	ARIA Missing	src/components/shared/CommandPalette.jsx:190	The Command Palette overlay renders as a generic <div> with no role='dialog', no aria-modal='true', and no aria-label. Screen readers are not informed that a modal dialog has opened, and the dialog is
18	R05-201	HIGH	Screen Reader	src/lib/readability/exportHubAdapter.js:54	downloadBlob function creates inaccessible anchor element for triggering downloads. Identical to unifiedExportService -- dynamically injected <a> has no accessible text or live region announcement.
18	R05-210	HIGH	Screen Reader	src/lib/excelExport.js:163	Excel export download creates inaccessible anchor element without live region announcement. The dynamically created link element lacks accessible text and no aria-live region notifies assistive techno
18	R06-002	HIGH	Meta Tag Issue	src/components/legal/TermsOfService.jsx:4	TermsOfService page is a public route (/terms) but does not use SEOHead or Helmet. No page title, meta description, canonical URL, or OG/Twitter tags are set.
18	R06-003	HIGH	Meta Tag Issue	src/components/legal/PrivacyPolicy.jsx:4	PrivacyPolicy page is a public route (/privacy) but does not use SEOHead or Helmet. No page title, meta description, canonical URL, or social card meta tags are set.
18	R06-004	HIGH	Meta Tag Issue	src/components/legal/AIPolicy.jsx:4	AIPolicy page is a public route (/ai-policy) but does not use SEOHead or Helmet. No document title, meta description, canonical, or OG tags.
18	R06-005	HIGH	Meta Tag Issue	src/components/legal/AccessibilityStatement.jsx:4	AccessibilityStatement page (/accessibility) has no SEOHead. No unique title, meta description, canonical URL, or social sharing tags are defined.
18	R06-007	MEDIUM	Meta Tag Issue	src/components/auth/RegisterForm.jsx:8	RegisterForm page (/register) does not use SEOHead despite having pageSEO config defined for 'register' in seo.js. The registration page title and meta description are never applied.
18	R06-012	MEDIUM	Meta Tag Issue	src/components/help/ResourceLibrary.jsx:6	ResourceLibrary page served at /help/resources does not use SEOHead. The pageSEO config for 'help/resources' with optimized title and description is defined in seo.js but never applied.
19	R06-015	LOW	Meta Tag Issue	src/components/auth/ForgotPassword.jsx:6	ForgotPassword page (/forgot-password) does not use SEOHead. No page title or noindex directive is set for this auth utility page.
19	R06-116	LOW	Internal Links	src/components/shared/Footer.jsx:129	Footer includes links to '/terms', '/privacy', '/ai-policy', and '/accessibility' (lines 129-139) but the pageSEO config in seo.js has no entries for these legal pages. If these pages exist, they lack
19	R06-214	MEDIUM	Internal Links	src/lib/readability/checks/aiSignals.js:217	checkInternalLinkContext relies on the flawed isInternal classification from htmlParser which misses absolute same-domain URLs, causing inaccurate internal link audit
19	R07-A-004	CRITICAL	AI Error Handling	src/components/meta-generator/MetaGeneratorPage.jsx:72	The MetaGeneratorPage error handling catches errors during metadata generation but displays only the raw error message directly to the user via 'toast.error(err.message)' and in the error view. If the
19	R07-A-005	HIGH	Token Management	src/components/image-alt-generator/ImageAltGeneratorPage.jsx:64	The ImageAltGeneratorPage allows batch processing of up to 100 images with no token budget management or estimation. Each image processed by Claude Vision consumes significant tokens (image encoding p
19	R07-A-006	MEDIUM	Hallucination Risk	src/components/meta-generator/ABVariantsPanel.jsx:287	The ABVariantsPanel's generateNewVariant function uses simplistic string-template transformations rather than actual AI generation, but the UI presents these variants as if they are intelligently gene
19	R07-A-008	HIGH	Prompt Issue	src/components/image-alt-generator/upload/ImageAltUploadScreen.jsx:26	The ImageAltUploadScreen collects user-provided context data (brand name, industry, keywords, guidelines, tone, character limit) to pass to the AI for alt text generation, but there is no input saniti
19	R07-A-009	MEDIUM	Confidence Gap	src/components/image-alt-generator/dashboard/ImageAltDashboard.jsx:425	The ImageAltDashboard displays a confidence score for each image in the expanded details view (line 425: '{Math.round((img.confidence || 0) * 100)}%'), but there is no visual differentiation or warnin
19	R07-A-014	MEDIUM	Hallucination Risk	src/components/public/HelpCenterPage.jsx:118	The HelpCenterPage FAQ section contains the answer 'We use Claude AI to provide intelligent recommendations, generate content, and analyze your data. AI features are available across all tools.' for t
19	R07-B-005	medium	Confidence Gap	src/components/readability/ReadabilityScoreCard.jsx:226-243	The Citation Likelihood score (citationWorthiness) is displayed as a precise number out of 100 with no confidence interval or methodology explanation. This AI-generated metric is presented alongside t
19	R07-B-007	medium	AI Error Handling	src/components/readability/ReadabilityProcessingScreen.jsx:30-38	The FACTOIDS array contains unverified statistical claims presented as educational facts during AI analysis processing. Claims like 'Structured data (JSON-LD) can improve how AI models understand and 
19	R07-B-009	high	Missing Disclaimer	src/components/readability/ReadabilityRecommendations.jsx:42-59	AI-sourced recommendations from aiAssessment.readabilityIssues are merged into the general recommendations list with only a small 'AI Suggested' badge on each card and a minimal footnote at the bottom
19	R07-B-011	low	Missing Disclaimer	src/components/schema-generator/upload/SchemaProcessingScreen.jsx:50-78	The schema processing screen displays a step labeled 'Analyzing with Claude AI' (line 50) and a tip that says 'AI generates production-ready JSON-LD' (line 79) without disclaiming that AI-generated sc
19	R07-C-007	HIGH	Prompt Issue	src/lib/readability/llmPreview.js:23	The buildExtractionPrompt function appends raw page content directly after the prompt template without any content sanitization or injection boundary. The prompt ends with 'PAGE CONTENT:\n' (line 37-3
19	R07-C-008	MEDIUM	Confidence Gap	src/lib/readability/utils/llmConsensus.js:31	The computeLLMConsensus function compares LLM extraction fields using keys ['title', 'description', 'mainContent'] (line 31), but the actual extraction response schema from llmPreview.js uses differen
19	R07-C-009	MEDIUM	Hallucination Risk	src/lib/image-alt/imageAltService.js:229	The parseAltTextResponse function accepts the AI-reported confidence score directly from the LLM response without any validation or independent assessment. The prompt asks the LLM to self-report a 'co
19	R07-C-014	LOW	Confidence Gap	src/lib/readability/utils/scoreConfidence.js:22	The calculateScoreConfidence function starts with a base confidence of 95% (line 22) and only reduces it based on N/A check ratio and LLM consensus. However, it does not account for several factors th
19	R08-A-010	MEDIUM	Data Integrity	src/components/projects/ProgressDashboard.jsx:346-358	The Progress Dashboard uses randomized mock data for project statistics when real stats are not available, displaying fabricated completion percentages and critical item counts.
19	R09-A-004	HIGH	Bundle Size	src/components/meta-generator/CompetitorAnalysisPanel.jsx:20	Multiple UI components directly import jsPDF and jspdf-autotable at the top level instead of using dynamic imports. These are large libraries (~300KB combined) that get statically bundled into each co
19	R09-A-019	MEDIUM	Deploy Risk	index.html:1-14	The application is a single-page application using BrowserRouter (client-side routing with history API), but there is no hosting/server configuration file defining SPA fallback routing. Without a host
